xpos,reward_behind,distance,size,reward
1,1.0,2.8423459527269865,0.6041680408485545,-1.0000000088475645
0,1.0,2.564709183656709,1.0765427629924926,-1.0000000088475645
-1,1.0,2.503675984401892,1.7501994594506796,-1.0000000088475645
1,0.0,2.2335792647632164,1.2680797219309952,1.7948488965630531
-1,1.0,1.8284583911875465,0.5498715765996821,0.5675639221444726
0,0.0,2.472572717315351,0.31338687445957986,-1.0000000088475645
-1,0.5,4.198576668131819,1.0822749712542827,-1.0000000088475645
1,0.0,3.4658763765063556,0.47263097268792026,-1.0000000088475645
0,0.0,2.415518567769114,1.0872786210026593,-1.0000000088475645
-1,0.5,4.6932433307615025,0.8495382193734919,1.137055010534823
-1,0.0,3.3339176682339544,1.4573450367615808,-1.0000000088475645
-1,0.5,4.862943386200446,1.1044184580081315,1.0434661814942956
0,0.5,3.5935236231219614,1.377983131657317,0.5233217366039753
1,0.5,3.7562706162997843,0.7502516575554353,-1.0000000088475645
-1,0.0,3.8635508759153163,0.5729921516816437,-1.0000000088475645
1,1.0,3.2288463015905564,1.174229315097799,-1.0000000088475645
-1,1.0,3.779246777182448,1.0829333303324031,1.0398503672331572
0,1.0,4.9402682313787425,1.846695504749365,0.5127959316596389
1,0.0,2.7236633725828945,0.10585791803305199,1.7224492318928242
0,1.0,1.5496911163796199,0.5373332288951782,-1.0000000088475645
1,1.0,2.8423459527269865,0.6041680408485545,-1.0000000088475645
0,1.0,2.564709183656709,1.0765427629924926,-1.0000000088475645
-1,1.0,2.503675984401892,1.7501994594506796,-1.0000000088475645
1,0.0,2.2335792647632164,1.2680797219309952,1.7948488965630531
-1,1.0,1.8284583911875465,0.5498715765996821,0.5675639221444726
0,0.0,2.472572717315351,0.31338687445957986,-1.0000000088475645
-1,0.5,4.198576668131819,1.0822749712542827,-1.0000000088475645
1,0.0,3.4658763765063556,0.47263097268792026,-1.0000000088475645
0,0.0,2.415518567769114,1.0872786210026593,-1.0000000088475645
-1,0.5,4.6932433307615025,0.8495382193734919,1.137055010534823
-1,0.0,3.3339176682339544,1.4573450367615808,-1.0000000088475645
-1,0.5,4.862943386200446,1.1044184580081315,1.0434661814942956
0,0.5,3.5935236231219614,1.377983131657317,0.5233217366039753
1,0.5,3.7562706162997843,0.7502516575554353,-1.0000000088475645
-1,0.0,3.8635508759153163,0.5729921516816437,-1.0000000088475645
1,1.0,3.2288463015905564,1.174229315097799,-1.0000000088475645
-1,1.0,3.779246777182448,1.0829333303324031,1.0398503672331572
0,1.0,4.9402682313787425,1.846695504749365,0.5127959316596389
1,0.0,2.7236633725828945,0.10585791803305199,1.7224492318928242
0,1.0,1.5496911163796199,0.5373332288951782,-1.0000000088475645
1,1.0,2.8423459527269865,0.6041680408485545,-1.0000000088475645
0,1.0,2.564709183656709,1.0765427629924926,-1.0000000088475645
-1,1.0,2.503675984401892,1.7501994594506796,-1.0000000088475645
1,0.0,2.2335792647632164,1.2680797219309952,1.7948488965630531
-1,1.0,1.8284583911875465,0.5498715765996821,0.5675639221444726
0,0.0,2.472572717315351,0.31338687445957986,-1.0000000088475645
-1,0.5,4.198576668131819,1.0822749712542827,-1.0000000088475645
1,0.0,3.4658763765063556,0.47263097268792026,-1.0000000088475645
0,0.0,2.415518567769114,1.0872786210026593,-1.0000000088475645
-1,0.5,4.6932433307615025,0.8495382193734919,1.137055010534823
-1,0.0,3.3339176682339544,1.4573450367615808,-1.0000000088475645
-1,0.5,4.862943386200446,1.1044184580081315,1.0434661814942956
0,0.5,3.5935236231219614,1.377983131657317,0.5233217366039753
1,0.5,3.7562706162997843,0.7502516575554353,-1.0000000088475645
-1,0.0,3.8635508759153163,0.5729921516816437,-1.0000000088475645
1,1.0,3.2288463015905564,1.174229315097799,-1.0000000088475645
-1,1.0,3.779246777182448,1.0829333303324031,1.0398503672331572
0,1.0,4.9402682313787425,1.846695504749365,0.5127959316596389
1,0.0,2.7236633725828945,0.10585791803305199,1.7224492318928242
0,1.0,1.5496911163796199,0.5373332288951782,-1.0000000088475645
1,1.0,2.8423459527269865,0.6041680408485545,-1.0000000088475645
0,1.0,2.564709183656709,1.0765427629924926,-1.0000000088475645
-1,1.0,2.503675984401892,1.7501994594506796,-1.0000000088475645
1,0.0,2.2335792647632164,1.2680797219309952,1.7948488965630531
-1,1.0,1.8284583911875465,0.5498715765996821,0.5675639221444726
0,0.0,2.472572717315351,0.31338687445957986,-1.0000000088475645
-1,0.5,4.198576668131819,1.0822749712542827,-1.0000000088475645
1,0.0,3.4658763765063556,0.47263097268792026,-1.0000000088475645
0,0.0,2.415518567769114,1.0872786210026593,-1.0000000088475645
-1,0.5,4.6932433307615025,0.8495382193734919,1.137055010534823
-1,0.0,3.3339176682339544,1.4573450367615808,-1.0000000088475645
-1,0.5,4.862943386200446,1.1044184580081315,1.0434661814942956
0,0.5,3.5935236231219614,1.377983131657317,0.5233217366039753
1,0.5,3.7562706162997843,0.7502516575554353,-1.0000000088475645
-1,0.0,3.8635508759153163,0.5729921516816437,-1.0000000088475645
1,1.0,3.2288463015905564,1.174229315097799,-1.0000000088475645
-1,1.0,3.779246777182448,1.0829333303324031,1.0398503672331572
0,1.0,4.9402682313787425,1.846695504749365,0.5127959316596389
1,0.0,2.7236633725828945,0.10585791803305199,1.7224492318928242
0,1.0,1.5496911163796199,0.5373332288951782,-1.0000000088475645
1,1.0,2.8423459527269865,0.6041680408485545,-1.0000000088475645
0,1.0,2.564709183656709,1.0765427629924926,-1.0000000088475645
-1,1.0,2.503675984401892,1.7501994594506796,-1.0000000088475645
1,0.0,2.2335792647632164,1.2680797219309952,1.7948488965630531
-1,1.0,1.8284583911875465,0.5498715765996821,0.5675639221444726
0,0.0,2.472572717315351,0.31338687445957986,-1.0000000088475645
-1,0.5,4.198576668131819,1.0822749712542827,-1.0000000088475645
1,0.0,3.4658763765063556,0.47263097268792026,-1.0000000088475645
0,0.0,2.415518567769114,1.0872786210026593,-1.0000000088475645
-1,0.5,4.6932433307615025,0.8495382193734919,1.137055010534823
-1,0.0,3.3339176682339544,1.4573450367615808,-1.0000000088475645
-1,0.5,4.862943386200446,1.1044184580081315,1.0434661814942956
0,0.5,3.5935236231219614,1.377983131657317,0.5233217366039753
1,0.5,3.7562706162997843,0.7502516575554353,-1.0000000088475645
-1,0.0,3.8635508759153163,0.5729921516816437,-1.0000000088475645
1,1.0,3.2288463015905564,1.174229315097799,-1.0000000088475645
-1,1.0,3.779246777182448,1.0829333303324031,1.0398503672331572
